experiment,combo,file,product_count,update_index,activity,merged,component_object_count,event_object_count,wall_seconds_n,wall_seconds_min,wall_seconds_max,wall_seconds_mean,wall_seconds_median,wall_seconds_stdev,wall_seconds_q1,wall_seconds_q3
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,4,place order,False,3,3,1,0.3520864999999844,0.3520864999999844,0.3520864999999844,0.3520864999999844,0.0,0.3520864999999844,0.3520864999999844
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,5,place order,False,3,3,1,0.372453500000006,0.372453500000006,0.372453500000006,0.372453500000006,0.0,0.372453500000006,0.372453500000006
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,6,place order,False,3,3,1,0.35606260000000134,0.35606260000000134,0.35606260000000134,0.35606260000000134,0.0,0.35606260000000134,0.35606260000000134
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,7,place order,False,3,3,1,0.3556745999999862,0.3556745999999862,0.3556745999999862,0.3556745999999862,0.0,0.3556745999999862,0.3556745999999862
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,8,place order,False,3,3,1,0.3447325999999862,0.3447325999999862,0.3447325999999862,0.3447325999999862,0.0,0.3447325999999862,0.3447325999999862
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,9,place order,False,3,3,1,0.40245310000000245,0.40245310000000245,0.40245310000000245,0.40245310000000245,0.0,0.40245310000000245,0.40245310000000245
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,10,place order,False,3,3,1,0.3710071999999798,0.3710071999999798,0.3710071999999798,0.3710071999999798,0.0,0.3710071999999798,0.3710071999999798
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,11,place order,False,3,3,1,0.3744554000000164,0.3744554000000164,0.3744554000000164,0.3744554000000164,0.0,0.3744554000000164,0.3744554000000164
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,12,place order,False,3,3,1,0.3755044999999768,0.3755044999999768,0.3755044999999768,0.3755044999999768,0.0,0.3755044999999768,0.3755044999999768
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,13,place order,False,3,3,1,0.3990895000000023,0.3990895000000023,0.3990895000000023,0.3990895000000023,0.0,0.3990895000000023,0.3990895000000023
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,14,place order,False,3,3,1,0.38857210000000464,0.38857210000000464,0.38857210000000464,0.38857210000000464,0.0,0.38857210000000464,0.38857210000000464
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,15,place order,False,3,3,1,0.3705238999999949,0.3705238999999949,0.3705238999999949,0.3705238999999949,0.0,0.3705238999999949,0.3705238999999949
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,16,place order,False,3,3,1,0.37270110000000045,0.37270110000000045,0.37270110000000045,0.37270110000000045,0.0,0.37270110000000045,0.37270110000000045
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,17,place order,False,3,3,1,0.378179700000004,0.378179700000004,0.378179700000004,0.378179700000004,0.0,0.378179700000004,0.378179700000004
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,18,place order,False,3,3,1,0.37641830000001164,0.37641830000001164,0.37641830000001164,0.37641830000001164,0.0,0.37641830000001164,0.37641830000001164
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,19,place order,False,3,3,1,0.4528443000000095,0.4528443000000095,0.4528443000000095,0.4528443000000095,0.0,0.4528443000000095,0.4528443000000095
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,20,place order,False,3,3,1,0.3981510000000128,0.3981510000000128,0.3981510000000128,0.3981510000000128,0.0,0.3981510000000128,0.3981510000000128
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,21,pick item,False,3,2,1,0.4168638999999814,0.4168638999999814,0.4168638999999814,0.4168638999999814,0.0,0.4168638999999814,0.4168638999999814
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,22,pick item,False,3,2,1,0.41047779999999534,0.41047779999999534,0.41047779999999534,0.41047779999999534,0.0,0.41047779999999534,0.41047779999999534
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,23,pick item,False,3,2,1,0.42654849999999556,0.42654849999999556,0.42654849999999556,0.42654849999999556,0.0,0.42654849999999556,0.42654849999999556
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,24,pick item,False,3,2,1,0.4376861000000076,0.4376861000000076,0.4376861000000076,0.4376861000000076,0.0,0.4376861000000076,0.4376861000000076
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,25,pick item,False,3,2,1,0.43218590000000745,0.43218590000000745,0.43218590000000745,0.43218590000000745,0.0,0.43218590000000745,0.43218590000000745
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,26,pick item,False,3,2,1,0.45183469999997783,0.45183469999997783,0.45183469999997783,0.45183469999997783,0.0,0.45183469999997783,0.45183469999997783
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,27,pick item,False,3,2,1,0.4211398999999858,0.4211398999999858,0.4211398999999858,0.4211398999999858,0.0,0.4211398999999858,0.4211398999999858
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,28,pick item,False,3,2,1,0.411064400000015,0.411064400000015,0.411064400000015,0.411064400000015,0.0,0.411064400000015,0.411064400000015
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,29,pick item,False,3,2,1,0.48861889999997743,0.48861889999997743,0.48861889999997743,0.48861889999997743,0.0,0.48861889999997743,0.48861889999997743
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,30,pick item,False,3,2,1,0.45609669999998914,0.45609669999998914,0.45609669999998914,0.45609669999998914,0.0,0.45609669999998914,0.45609669999998914
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,31,pick item,False,3,2,1,0.4253639000000078,0.4253639000000078,0.4253639000000078,0.4253639000000078,0.0,0.4253639000000078,0.4253639000000078
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,32,pick item,False,3,2,1,0.43310859999999707,0.43310859999999707,0.43310859999999707,0.43310859999999707,0.0,0.43310859999999707,0.43310859999999707
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,33,pick item,False,3,2,1,0.45033180000001494,0.45033180000001494,0.45033180000001494,0.45033180000001494,0.0,0.45033180000001494,0.45033180000001494
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,34,pick item,False,3,2,1,0.42221530000000485,0.42221530000000485,0.42221530000000485,0.42221530000000485,0.0,0.42221530000000485,0.42221530000000485
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,35,pick item,False,3,2,1,0.41988249999999994,0.41988249999999994,0.41988249999999994,0.41988249999999994,0.0,0.41988249999999994,0.41988249999999994
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,36,pick item,False,3,2,1,0.4453910999999948,0.4453910999999948,0.4453910999999948,0.4453910999999948,0.0,0.4453910999999948,0.4453910999999948
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,37,pick item,False,3,2,1,0.432261699999998,0.432261699999998,0.432261699999998,0.432261699999998,0.0,0.432261699999998,0.432261699999998
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,38,pick item,False,3,2,1,0.42413740000000644,0.42413740000000644,0.42413740000000644,0.42413740000000644,0.0,0.42413740000000644,0.42413740000000644
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,39,pick item,False,3,2,1,0.46797460000001934,0.46797460000001934,0.46797460000001934,0.46797460000001934,0.0,0.46797460000001934,0.46797460000001934
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,40,pick item,False,3,2,1,0.4280202999999858,0.4280202999999858,0.4280202999999858,0.4280202999999858,0.0,0.4280202999999858,0.4280202999999858
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,41,pick item,False,3,2,1,0.5047509999999988,0.5047509999999988,0.5047509999999988,0.5047509999999988,0.0,0.5047509999999988,0.5047509999999988
